,equity,price,revenue,noi,debt_payment,loan_payoff,valuation,cashflow,market,date_cashflow,slice
2026-12-31,0.0,81723.2587,10649.544426612292,4898.790436241654,-2888.28578412,0.0,0.0,2010.504652121654,"Lake Charles,Louisiana",2024-12-31,Class C
2027-12-31,0.0,87776.0027,10965.009843984042,5043.904528232659,-2888.28578412,0.0,0.0,2155.618744112659,"Lake Charles,Louisiana",2024-12-31,Class C
2028-12-31,0.0,94298.9169,11312.589240495754,5203.791050628047,-2888.28578412,0.0,0.0,2315.505266508047,"Lake Charles,Louisiana",2024-12-31,Class C
2029-12-31,0.0,99223.8728,11621.03289811656,5345.675133133617,-2888.28578412,-44779.62456,99223.8728,56901.63758901362,"Lake Charles,Louisiana",2024-12-31,Class C
2024-12-31,-41021.40604,102553.5151,0.0,0.0,0.0,0.0,0.0,-41021.40604,"Lake Havasu,Arizona",2024-12-31,Class B
2025-12-31,0.0,104625.4275,12626.778509678205,5808.318114451974,-3968.8210343700002,0.0,0.0,1839.4970800819738,"Lake Havasu,Arizona",2024-12-31,Class B
2026-12-31,0.0,112430.6246,13183.342720985413,6064.337651653289,-3968.8210343700002,0.0,0.0,2095.5166172832887,"Lake Havasu,Arizona",2024-12-31,Class B
2027-12-31,0.0,121973.6689,13647.765743719681,6277.972242111053,-3968.8210343700002,0.0,0.0,2309.1512077410525,"Lake Havasu,Arizona",2024-12-31,Class B
2028-12-31,0.0,132868.0724,14108.087762043404,6489.720370539965,-3968.8210343700002,0.0,0.0,2520.899336169965,"Lake Havasu,Arizona",2024-12-31,Class B
2029-12-31,0.0,141148.3435,14470.936519594405,6656.6307990134255,-3968.8210343700002,-61532.10906,141148.3435,82304.0442046434,"Lake Havasu,Arizona",2024-12-31,Class B
2024-12-31,-33092.7476,82731.869,0.0,0.0,0.0,0.0,0.0,-33092.7476,"Lake Havasu,Arizona",2024-12-31,Class C
2025-12-31,0.0,84336.7842,11932.07651391881,5488.7551964026525,-3201.7233303000003,0.0,0.0,2287.031866102652,"Lake Havasu,Arizona",2024-12-31,Class C
2026-12-31,0.0,90532.9614,12431.77724661611,5718.61753344341,-3201.7233303000003,0.0,0.0,2516.89420314341,"Lake Havasu,Arizona",2024-12-31,Class C
2027-12-31,0.0,98103.8665,12865.237310220597,5918.0091627014735,-3201.7233303000003,0.0,0.0,2716.2858324014733,"Lake Havasu,Arizona",2024-12-31,Class C
2028-12-31,0.0,106750.3585,13294.235587233015,6115.348370127186,-3201.7233303000003,0.0,0.0,2913.625039827186,"Lake Havasu,Arizona",2024-12-31,Class C
2029-12-31,0.0,113319.2194,13636.12556313711,6272.61775904307,-3201.7233303000003,-49639.1214,113319.2194,66750.99242874308,"Lake Havasu,Arizona",2024-12-31,Class C
2024-12-31,-93786.39092,234465.9773,0.0,0.0,0.0,0.0,0.0,-93786.39092,"Lakeland,Florida",2024-12-31,Class A
2025-12-31,0.0,238727.4734,17685.262052599955,8135.220544195979,-9073.83332151,0.0,0.0,-938.6127773140206,"Lakeland,Florida",2024-12-31,Class A
2026-12-31,0.0,256749.8347,18270.81693386706,8404.575789578847,-9073.83332151,0.0,0.0,-669.2575319311527,"Lakeland,Florida",2024-12-31,Class A
2027-12-31,0.0,278818.3691,19843.666471763736,9128.086577011318,-9073.83332151,0.0,0.0,54.25325550131856,"Lakeland,Florida",2024-12-31,Class A
2028-12-31,0.0,303784.9603,20748.402414026485,9544.265110452183,-9073.83332151,0.0,0.0,470.43178894218363,"Lakeland,Florida",2024-12-31,Class A
2029-12-31,0.0,322556.8061,21284.01206941452,9790.645551930678,-9073.83332151,-140679.58638,322556.8061,182594.03195042067,"Lakeland,Florida",2024-12-31,Class A
2024-12-31,-78037.50723999999,195093.7681,0.0,0.0,0.0,0.0,0.0,-78037.50723999999,"Lakeland,Florida",2024-12-31,Class B
2025-12-31,0.0,198802.7239,17033.179139069573,7835.262403972003,-7550.12882547,0.0,0.0,285.1335785020028,"Lakeland,Florida",2024-12-31,Class B
2026-12-31,0.0,213998.3755,18305.559061835258,8420.557168444218,-7550.12882547,0.0,0.0,870.4283429742181,"Lakeland,Florida",2024-12-31,Class B
2027-12-31,0.0,232629.9896,19357.782179716563,8904.57980266962,-7550.12882547,0.0,0.0,1354.450977199619,"Lakeland,Florida",2024-12-31,Class B
2028-12-31,0.0,253703.208,20071.35383451695,9232.822763877797,-7550.12882547,0.0,0.0,1682.6939384077968,"Lakeland,Florida",2024-12-31,Class B
2029-12-31,0.0,269646.3665,20595.719915729645,9474.031161235636,-7550.12882547,-117056.26086,269646.3665,154514.00797576565,"Lakeland,Florida",2024-12-31,Class B
2024-12-31,-39556.40348000001,98891.0087,0.0,0.0,0.0,0.0,0.0,-39556.40348000001,"Lakeland,Florida",2024-12-31,Class C
2025-12-31,0.0,101309.4933,13336.060391130568,6134.587779920061,-3827.0820366899998,0.0,0.0,2307.505743230061,"Lakeland,Florida",2024-12-31,Class C
2026-12-31,0.0,109190.3149,14085.578992008403,6479.366336323865,-3827.0820366899998,0.0,0.0,2652.284299633865,"Lakeland,Florida",2024-12-31,Class C
2027-12-31,0.0,118694.9236,14676.67596428655,6751.2709435718125,-3827.0820366899998,0.0,0.0,2924.1889068818127,"Lakeland,Florida",2024-12-31,Class C
2028-12-31,0.0,129297.078,15249.558410139753,7014.796868664285,-3827.0820366899998,0.0,0.0,3187.7148319742855,"Lakeland,Florida",2024-12-31,Class C
2029-12-31,0.0,137485.5959,15743.405781698679,7241.9666595813915,-3827.0820366899998,-59334.60522,137485.5959,81565.87530289138,"Lakeland,Florida",2024-12-31,Class C
2024-12-31,-107260.02692,268150.0673,0.0,0.0,0.0,0.0,0.0,-107260.02692,"Lancaster,Pennsylvania",2024-12-31,Class A
2025-12-31,0.0,272642.0473,22426.717602659082,10316.290097223176,-10377.40760451,0.0,0.0,-61.11750728682273,"Lancaster,Pennsylvania",2024-12-31,Class A
2026-12-31,0.0,292870.5913,24207.714590505453,11135.548711632508,-10377.40760451,0.0,0.0,758.1411071225084,"Lancaster,Pennsylvania",2024-12-31,Class A
2027-12-31,0.0,319811.3479,24871.689876009004,11440.977342964141,-10377.40760451,0.0,0.0,1063.5697384541418,"Lancaster,Pennsylvania",2024-12-31,Class A
2028-12-31,0.0,351046.1085,25441.15944423426,11702.933344347759,-10377.40760451,0.0,0.0,1325.5257398377598,"Lancaster,Pennsylvania",2024-12-31,Class A
2029-12-31,0.0,374056.4719,25950.52055835043,11937.239456841196,-10377.40760451,-160890.04038,374056.4719,214726.26337233122,"Lancaster,Pennsylvania",2024-12-31,Class A
2024-12-31,-73652.51644,184131.2911,0.0,0.0,0.0,0.0,0.0,-73652.51644,"Lancaster,Pennsylvania",2024-12-31,Class B
2025-12-31,0.0,187276.6374,19079.679469526807,8776.652555982331,-7125.88096557,0.0,0.0,1650.7715904123315,"Lancaster,Pennsylvania",2024-12-31,Class B
2026-12-31,0.0,200592.8215,19772.414302572713,9095.310579183448,-7125.88096557,0.0,0.0,1969.429613613448,"Lancaster,Pennsylvania",2024-12-31,Class B
2027-12-31,0.0,218291.4158,20480.09219846758,9420.842411295087,-7125.88096557,0.0,0.0,2294.9614457250873,"Lancaster,Pennsylvania",2024-12-31,Class B
2028-12-31,0.0,238776.5997,21062.672829167564,9688.829501417078,-7125.88096557,0.0,0.0,2562.9485358470783,"Lancaster,Pennsylvania",2024-12-31,Class B
2029-12-31,0.0,253797.9376,21511.74578086164,9895.403059196353,-7125.88096557,-110478.77466,253797.9376,146088.68503362636,"Lancaster,Pennsylvania",2024-12-31,Class B
2024-12-31,-54359.043000000005,135897.6075,0.0,0.0,0.0,0.0,0.0,-54359.043000000005,"Lancaster,Pennsylvania",2024-12-31,Class C
2025-12-31,0.0,138515.1216,16406.587230798057,7547.030126167106,-5259.237410250001,0.0,0.0,2287.792715917105,"Lancaster,Pennsylvania",2024-12-31,Class C
2026-12-31,0.0,148306.6155,17075.896966724104,7854.912604693087,-5259.237410250001,0.0,0.0,2595.675194443086,"Lancaster,Pennsylvania",2024-12-31,Class C
2027-12-31,0.0,161185.1844,17654.91756186917,8121.2620784598175,-5259.237410250001,0.0,0.0,2862.024668209817,"Lancaster,Pennsylvania",2024-12-31,Class C
2028-12-31,0.0,176066.8323,18201.624751750845,8372.747385805389,-5259.237410250001,0.0,0.0,3113.5099755553883,"Lancaster,Pennsylvania",2024-12-31,Class C
2029-12-31,0.0,187075.0316,18638.37782188639,8573.65379806774,-5259.237410250001,-81538.56450000001,187075.0316,108850.88348781771,"Lancaster,Pennsylvania",2024-12-31,Class C
2024-12-31,-55351.37152,138378.4288,0.0,0.0,0.0,0.0,0.0,-55351.37152,"Lansing,Michigan",2024-12-31,Class A
2025-12-31,0.0,142496.9478,21385.961393824546,9837.54224115929,-5355.24519456,0.0,0.0,4482.29704659929,"Lansing,Michigan",2024-12-31,Class A
2026-12-31,0.0,152608.0464,22215.83993454127,10219.286369888983,-5355.24519456,0.0,0.0,4864.041175328984,"Lansing,Michigan",2024-12-31,Class A
2027-12-31,0.0,165023.0001,22878.020411802754,10523.889389429267,-5355.24519456,0.0,0.0,5168.644194869267,"Lansing,Michigan",2024-12-31,Class A
2028-12-31,0.0,178692.8771,23443.78661812272,10784.14184433645,-5355.24519456,0.0,0.0,5428.8966497764495,"Lansing,Michigan",2024-12-31,Class A
2029-12-31,0.0,188490.4173,23878.353265854752,10984.042502293185,-5355.24519456,-83027.05728,188490.4173,111092.15732773319,"Lansing,Michigan",2024-12-31,Class A
2024-12-31,-37102.647240000006,92756.6181,0.0,0.0,0.0,0.0,0.0,-37102.647240000006,"Lansing,Michigan",2024-12-31,Class B
2025-12-31,0.0,95397.9796,14610.331830194797,6720.752641889606,-3589.68112047,0.0,0.0,3131.0715214196057,"Lansing,Michigan",2024-12-31,Class B
2026-12-31,0.0,101784.4642,15273.871826728104,7025.981040294927,-3589.68112047,0.0,0.0,3436.2999198249267,"Lansing,Michigan",2024-12-31,Class B
2027-12-31,0.0,109526.4498,15738.216479547698,7239.579580591941,-3589.68112047,0.0,0.0,3649.8984601219404,"Lansing,Michigan",2024-12-31,Class B
2028-12-31,0.0,117926.8792,16105.500015637897,7408.5300071934325,-3589.68112047,0.0,0.0,3818.8488867234323,"Lansing,Michigan",2024-12-31,Class B
2029-12-31,0.0,123882.7627,16373.723508120807,7531.912813735571,-3589.68112047,-55653.97086,123882.7627,72171.02353326557,"Lansing,Michigan",2024-12-31,Class B
2024-12-31,-24286.97784,60717.4446,0.0,0.0,0.0,0.0,0.0,-24286.97784,"Lansing,Michigan",2024-12-31,Class C
2025-12-31,0.0,62608.0683,11258.157091372927,5178.752262031546,-2349.76510602,0.0,0.0,2828.9871560115457,"Lansing,Michigan",2024-12-31,Class C
2026-12-31,0.0,66778.2941,11750.42765492428,5405.196721265169,-2349.76510602,0.0,0.0,3055.431615245169,"Lansing,Michigan",2024-12-31,Class C
2027-12-31,0.0,71721.6845,12124.225961880347,5577.14394246496,-2349.76510602,0.0,0.0,3227.3788364449597,"Lansing,Michigan",2024-12-31,Class C
2028-12-31,0.0,77044.7409,12428.843354601408,5717.267943116647,-2349.76510602,0.0,0.0,3367.502837096647,"Lansing,Michigan",2024-12-31,Class C
2029-12-31,0.0,80850.5306,12655.020968490191,5821.309645505487,-2349.76510602,-36430.46676,80850.5306,47891.608379485486,"Lansing,Michigan",2024-12-31,Class C
2024-12-31,-49039.675919999994,122599.1898,0.0,0.0,0.0,0.0,0.0,-49039.675919999994,"Laredo,Texas",2024-12-31,Class A
2025-12-31,0.0,125082.1311,13108.931007889094,6030.108263628983,-4744.58864526,0.0,0.0,1285.5196183689832,"Laredo,Texas",2024-12-31,Class A
2026-12-31,0.0,133942.5043,13647.707781211173,6277.945579357139,-4744.58864526,0.0,0.0,1533.356934097139,"Laredo,Texas",2024-12-31,Class A
2027-12-31,0.0,144475.0552,14128.003665054035,6498.881685924855,-4744.58864526,0.0,0.0,1754.2930406648557,"Laredo,Texas",2024-12-31,Class A
2028-12-31,0.0,156342.7678,14616.49787108588,6723.589020699504,-4744.58864526,0.0,0.0,1979.0003754395038,"Laredo,Texas",2024-12-31,Class A
2029-12-31,0.0,165319.7521,15014.92584947544,6906.865890758701,-4744.58864526,-73559.51388,165319.7521,93922.51546549871,"Laredo,Texas",2024-12-31,Class A
2024-12-31,-46225.86352,115564.6588,0.0,0.0,0.0,0.0,0.0,-46225.86352,"Laredo,Texas",2024-12-31,Class B
2025-12-31,0.0,118024.9294,13269.480876476095,6103.961203179003,-4472.35229556,0.0,0.0,1631.6089076190028,"Laredo,Texas",2024-12-31,Class B
2026-12-31,0.0,126595.9866,13859.180740818038,6375.2231407762965,-4472.35229556,0.0,0.0,1902.8708452162964,"Laredo,Texas",2024-12-31,Class B
2027-12-31,0.0,136860.2002,14384.659297655218,6616.9432769214,-4472.35229556,0.0,0.0,2144.5909813614,"Laredo,Texas",2024-12-31,Class B
2028-12-31,0.0,148437.0694,14907.981289827212,6857.671393320517,-4472.35229556,0.0,0.0,2385.3190977605173,"Laredo,Texas",2024-12-31,Class B
2029-12-31,0.0,157289.2891,15340.792935315985,7056.764750245353,-4472.35229556,-69338.79528,157289.2891,90534.90627468535,"Laredo,Texas",2024-12-31,Class B
2024-12-31,-37588.52652000001,93971.3163,0.0,0.0,0.0,0.0,0.0,-37588.52652000001,"Laredo,Texas",2024-12-31,Class C
2025-12-31,0.0,95980.5472,11206.076529707649,5154.795203665518,-3636.68994081,0.0,0.0,1518.105262855518,"Laredo,Texas",2024-12-31,Class C
2026-12-31,0.0,102844.9258,11703.839040241586,5383.76595851113,-3636.68994081,0.0,0.0,1747.0760177011298,"Laredo,Texas",2024-12-31,Class C
2027-12-31,0.0,111000.8111,12142.494291874693,5585.547374262358,-3636.68994081,0.0,0.0,1948.8574334523582,"Laredo,Texas",2024-12-31,Class C
2028-12-31,0.0,120166.289,12584.000161587232,5788.6400743301265,-3636.68994081,0.0,0.0,2151.9501335201267,"Laredo,Texas",2024-12-31,Class C
2029-12-31,0.0,127143.4057,12949.018366667999,5956.5484486672785,-3636.68994081,-56382.78978,127143.4057,73080.47442785729,"Laredo,Texas",2024-12-31,Class C
2024-12-31,-44202.07228000001,110505.1807,0.0,0.0,0.0,0.0,0.0,-44202.07228000001,"Las Cruces,New Mexico",2024-12-31,Class A
2025-12-31,0.0,113234.1148,17018.28016131679,7828.408874205723,-4276.55049309,0.0,0.0,3551.858381115723,"Las Cruces,New Mexico",2024-12-31,Class A
2026-12-31,0.0,121629.7389,17768.125181965534,8173.337583704145,-4276.55049309,0.0,0.0,3896.787090614145,"Las Cruces,New Mexico",2024-12-31,Class A
2027-12-31,0.0,131384.4457,18400.099722441948,8464.045872323295,-4276.55049309,0.0,0.0,4187.495379233295,"Las Cruces,New Mexico",2024-12-31,Class A
2028-12-31,0.0,142237.5522,19025.77988143265,8751.858745459018,-4276.55049309,0.0,0.0,4475.308252369018,"Las Cruces,New Mexico",2024-12-31,Class A
2029-12-31,0.0,150592.7004,19550.973867696473,8993.447979140377,-4276.55049309,-66303.10841999999,150592.7004,89006.48946605039,"Las Cruces,New Mexico",2024-12-31,Class A
2024-12-31,-36756.209240000004,91890.5231,0.0,0.0,0.0,0.0,0.0,-36756.209240000004,"Las Cruces,New Mexico",2024-12-31,Class B
2025-12-31,0.0,94000.0675,14032.962610981014,6455.162801051266,-3556.16324397,0.0,0.0,2898.9995570812657,"Las Cruces,New Mexico",2024-12-31,Class B
2026-12-31,0.0,100731.7749,14673.339494724765,6749.736167573392,-3556.16324397,0.0,0.0,3193.5729236033917,"Las Cruces,New Mexico",2024-12-31,Class B
2027-12-31,0.0,108556.9782,15186.764834089678,6985.911823681251,-3556.16324397,0.0,0.0,3429.748579711251,"Las Cruces,New Mexico",2024-12-31,Class B
2028-12-31,0.0,117266.7206,15695.708270904834,7220.025804616223,-3556.16324397,0.0,0.0,3663.8625606462224,"Las Cruces,New Mexico",2024-12-31,Class B
2029-12-31,0.0,123892.7846,16109.289374792925,7410.273112404745,-3556.16324397,-55134.31386,123892.7846,72612.58060843474,"Las Cruces,New Mexico",2024-12-31,Class B
2024-12-31,-24565.409400000004,61413.5235,0.0,0.0,0.0,0.0,0.0,-24565.409400000004,"Las Cruces,New Mexico",2024-12-31,Class C
2025-12-31,0.0,62910.3025,9848.99988646,4530.5399477716,-2376.70335945,0.0,0.0,2153.8365883216,"Las Cruces,New Mexico",2024-12-31,Class C
2026-12-31,0.0,67338.9682,10275.438766026387,4726.701832372138,-2376.70335945,0.0,0.0,2349.998472922138,"Las Cruces,New Mexico",2024-12-31,Class C
2027-12-31,0.0,72423.5229,10654.014763459154,4900.84679119121,-2376.70335945,0.0,0.0,2524.1434317412104,"Las Cruces,New Mexico",2024-12-31,Class C
2028-12-31,0.0,78053.9184,11031.022790499499,5074.270483629769,-2376.70335945,0.0,0.0,2697.567124179769,"Las Cruces,New Mexico",2024-12-31,Class C
2029-12-31,0.0,82354.6592,11334.511247695396,5213.875173939882,-2376.70335945,-36848.1141,82354.6592,48343.71691448988,"Las Cruces,New Mexico",2024-12-31,Class C
2024-12-31,-113526.372,283815.93,0.0,0.0,0.0,0.0,0.0,-113526.372,"Las Vegas,Nevada",2024-12-31,Class A
2025-12-31,0.0,294584.7321,19501.132389057704,8970.520898966543,-10983.676491,0.0,0.0,-2013.1555920334577,"Las Vegas,Nevada",2024-12-31,Class A
2026-12-31,0.0,318460.4124,20734.64291816054,9537.935742353848,-10983.676491,0.0,0.0,-1445.7407486461525,"Las Vegas,Nevada",2024-12-31,Class A
2027-12-31,0.0,346935.196,21522.146795196622,9900.187525790445,-10983.676491,0.0,0.0,-1083.4889652095553,"Las Vegas,Nevada",2024-12-31,Class A
2028-12-31,0.0,379309.343,22246.04476693132,10233.180592788407,-10983.676491,0.0,0.0,-750.4958982115932,"Las Vegas,Nevada",2024-12-31,Class A
2029-12-31,0.0,404265.2843,22875.35454710153,10522.663091666704,-10983.676491,-170289.558,404265.2843,233514.71290066672,"Las Vegas,Nevada",2024-12-31,Class A
2024-12-31,-83580.77808,208951.9452,0.0,0.0,0.0,0.0,0.0,-83580.77808,"Las Vegas,Nevada",2024-12-31,Class B
2025-12-31,0.0,216959.572,16429.825208757065,7557.71959602825,-8086.440279239999,0.0,0.0,-528.720683211749,"Las Vegas,Nevada",2024-12-31,Class B
2026-12-31,0.0,234244.9538,17300.30399671477,7958.139838488793,-8086.440279239999,0.0,0.0,-128.30044075120531,"Las Vegas,Nevada",2024-12-31,Class B
2027-12-31,0.0,254737.6122,17965.47515838273,8264.118572856056,-8086.440279239999,0.0,0.0,177.6782936160571,"Las Vegas,Nevada",2024-12-31,Class B
2028-12-31,0.0,277908.4404,18564.501020034422,8539.670469215833,-8086.440279239999,0.0,0.0,453.23018997583404,"Las Vegas,Nevada",2024-12-31,Class B
2029-12-31,0.0,295759.1061,19072.395832310114,8773.302082862652,-8086.440279239999,-125371.16711999998,295759.1061,171074.80078362266,"Las Vegas,Nevada",2024-12-31,Class B
2024-12-31,-53598.75228,133996.8807,0.0,0.0,0.0,0.0,0.0,-53598.75228,"Las Vegas,Nevada",2024-12-31,Class C
2025-12-31,0.0,139473.2647,13227.578981822015,6084.686331638126,-5185.67928309,0.0,0.0,899.0070485481256,"Las Vegas,Nevada",2024-12-31,Class C
2026-12-31,0.0,150357.229,13862.57597158151,6376.784946927493,-5185.67928309,0.0,0.0,1191.105663837493,"Las Vegas,Nevada",2024-12-31,Class C
2027-12-31,0.0,163029.9806,14413.332216233715,6630.132819467509,-5185.67928309,0.0,0.0,1444.4535363775085,"Las Vegas,Nevada",2024-12-31,Class C
2028-12-31,0.0,177185.6641,14909.781535440625,6858.499506302687,-5185.67928309,0.0,0.0,1672.8202232126869,"Las Vegas,Nevada",2024-12-31,Class C
2029-12-31,0.0,188171.0924,15327.055794509422,7050.4456654743335,-5185.67928309,-80398.12842000001,188171.0924,109637.73036238432,"Las Vegas,Nevada",2024-12-31,Class C
2024-12-31,-55944.4728,139861.182,0.0,0.0,0.0,0.0,0.0,-55944.4728,"Lawrence,Kansas",2024-12-31,Class A
2025-12-31,0.0,144935.8699,17774.97374711186,8176.487923671455,-5412.6277434,0.0,0.0,2763.8601802714547,"Lawrence,Kansas",2024-12-31,Class A
2026-12-31,0.0,155432.4258,18474.9770420257,8498.48943933182,-5412.6277434,0.0,0.0,3085.8616959318206,"Lawrence,Kansas",2024-12-31,Class A
2027-12-31,0.0,167808.916,19020.941700185715,8749.633182085428,-5412.6277434,0.0,0.0,3337.005438685428,"Lawrence,Kansas",2024-12-31,Class A
2028-12-31,0.0,181207.912,19505.63377011649,8972.591534253585,-5412.6277434,0.0,0.0,3559.963790853584,"Lawrence,Kansas",2024-12-31,Class A
2029-12-31,0.0,191184.842,19894.072501402236,9151.273350645028,-5412.6277434,-83916.7092,191184.842,111006.77840724503,"Lawrence,Kansas",2024-12-31,Class A
2024-12-31,-37005.139480000005,92512.8487,0.0,0.0,0.0,0.0,0.0,-37005.139480000005,"Lawrence,Kansas",2024-12-31,Class B
2025-12-31,0.0,95546.2101,13477.990358064471,6199.875564709656,-3580.24724469,0.0,0.0,2619.628320019656,"Lawrence,Kansas",2024-12-31,Class B
2026-12-31,0.0,102112.5909,14043.368124657953,6459.949337342658,-3580.24724469,0.0,0.0,2879.7020926526575,"Lawrence,Kansas",2024-12-31,Class B
2027-12-31,0.0,109842.0779,14479.014722980333,6660.346772570952,-3580.24724469,0.0,0.0,3080.0995278809523,"Lawrence,Kansas",2024-12-31,Class B
2028-12-31,0.0,118178.8437,14853.111928680799,6832.4314871931665,-3580.24724469,0.0,0.0,3252.1842425031664,"Lawrence,Kansas",2024-12-31,Class B
2029-12-31,0.0,124200.8815,15144.55210770119,6966.493969542547,-3580.24724469,-55507.70922,124200.8815,72079.41900485256,"Lawrence,Kansas",2024-12-31,Class B
2024-12-31,-28838.62012,72096.5503,0.0,0.0,0.0,0.0,0.0,-28838.62012,"Lawrence,Kansas",2024-12-31,Class C
2025-12-31,0.0,74510.891,11140.724134008262,5124.7331016438,-2790.1364966100004,0.0,0.0,2334.5966050337997,"Lawrence,Kansas",2024-12-31,Class C
2026-12-31,0.0,79550.4917,11620.364992666064,5345.367896626389,-2790.1364966100004,0.0,0.0,2555.2314000163883,"Lawrence,Kansas",2024-12-31,Class C
2027-12-31,0.0,85412.7207,12001.399033995867,5520.643555638098,-2790.1364966100004,0.0,0.0,2730.507059028098,"Lawrence,Kansas",2024-12-31,Class C
2028-12-31,0.0,91686.145,12320.702003845883,5667.522921769106,-2790.1364966100004,0.0,0.0,2877.3864251591053,"Lawrence,Kansas",2024-12-31,Class C
2029-12-31,0.0,96215.2689,12568.1932476139,5781.368893902394,-2790.1364966100004,-43257.93018,96215.2689,55948.571117292384,"Lawrence,Kansas",2024-12-31,Class C
2024-12-31,-22218.79372,55546.9843,0.0,0.0,0.0,0.0,0.0,-22218.79372,"Lawton,Oklahoma",2024-12-31,Class A
2025-12-31,0.0,56677.5817,10601.0469827902,4876.481612083491,-2149.6682924099996,0.0,0.0,2726.8133196734916,"Lawton,Oklahoma",2024-12-31,Class A
2026-12-31,0.0,60312.2939,10963.867341478699,5043.378977080201,-2149.6682924099996,0.0,0.0,2893.7106846702018,"Lawton,Oklahoma",2024-12-31,Class A
2027-12-31,0.0,64375.2963,11261.72073690395,5180.391538975817,-2149.6682924099996,0.0,0.0,3030.723246565817,"Lawton,Oklahoma",2024-12-31,Class A
2028-12-31,0.0,68828.2226,11562.447631967683,5318.725910705134,-2149.6682924099996,0.0,0.0,3169.0576182951345,"Lawton,Oklahoma",2024-12-31,Class A
2029-12-31,0.0,72088.3575,11776.011894089517,5416.965471281177,-2149.6682924099996,-33328.190579999995,72088.3575,42027.464098871176,"Lawton,Oklahoma",2024-12-31,Class A
2024-12-31,-25159.8502,62899.6255,0.0,0.0,0.0,0.0,0.0,-25159.8502,"Lawton,Oklahoma",2024-12-31,Class B
2025-12-31,0.0,63949.2636,8937.518650814574,4111.258579374704,-2434.21550685,0.0,0.0,1677.0430725247038,"Lawton,Oklahoma",2024-12-31,Class B
2026-12-31,0.0,68243.1592,9233.272634817442,4247.305412016023,-2434.21550685,0.0,0.0,1813.089905166023,"Lawton,Oklahoma",2024-12-31,Class B
2027-12-31,0.0,73381.119,9481.82625865462,4361.640078981125,-2434.21550685,0.0,0.0,1927.424572131125,"Lawton,Oklahoma",2024-12-31,Class B
2028-12-31,0.0,79148.3992,9726.439791580098,4474.162304126845,-2434.21550685,0.0,0.0,2039.9467972768448,"Lawton,Oklahoma",2024-12-31,Class B
2029-12-31,0.0,83407.5753,9905.537824258092,4556.547399158722,-2434.21550685,-37739.7753,83407.5753,47790.13189230872,"Lawton,Oklahoma",2024-12-31,Class B
2024-12-31,-15667.74752,39169.3688,0.0,0.0,0.0,0.0,0.0,-15667.74752,"Lawton,Oklahoma",2024-12-31,Class C
2025-12-31,0.0,39760.785,6930.624421435495,3188.087233860327,-1515.8545725599997,0.0,0.0,1672.2326613003274,"Lawton,Oklahoma",2024-12-31,Class C
2026-12-31,0.0,42118.0461,7120.354827264673,3275.3632205417493,-1515.8545725599997,0.0,0.0,1759.5086479817496,"Lawton,Oklahoma",2024-12-31,Class C
2027-12-31,0.0,44803.174,7273.454295339162,3345.788975856014,-1515.8545725599997,0.0,0.0,1829.9344032960144,"Lawton,Oklahoma",2024-12-31,Class C
2028-12-31,0.0,47754.0561,7425.331585587214,3415.6525293701184,-1515.8545725599997,0.0,0.0,1899.7979568101186,"Lawton,Oklahoma",2024-12-31,Class C
2029-12-31,0.0,49851.9239,7524.697357621979,3461.36078450611,-1515.8545725599997,-23501.621279999996,49851.9239,28295.808831946117,"Lawton,Oklahoma",2024-12-31,Class C
2024-12-31,-49898.06048,124745.1512,0.0,0.0,0.0,0.0,0.0,-49898.06048,"Lebanon,Pennsylvania",2024-12-31,Class A
2025-12-31,0.0,126289.7443,16148.138246139828,7428.14359322432,-4827.637351439999,0.0,0.0,2600.506241784321,"Lebanon,Pennsylvania",2024-12-31,Class A
2026-12-31,0.0,133688.8917,16494.433558348104,7587.439436840127,-4827.637351439999,0.0,0.0,2759.802085400128,"Lebanon,Pennsylvania",2024-12-31,Class A
2027-12-31,0.0,143097.4009,16750.426876124155,7705.19636301711,-4827.637351439999,0.0,0.0,2877.559011577111,"Lebanon,Pennsylvania",2024-12-31,Class A
2028-12-31,0.0,153687.0204,17093.76766811633,7863.133127333511,-4827.637351439999,0.0,0.0,3035.4957758935116,"Lebanon,Pennsylvania",2024-12-31,Class A
2029-12-31,0.0,160858.1619,17279.97618941453,7948.789047130684,-4827.637351439999,-74847.09072,160858.1619,89132.2228756907,"Lebanon,Pennsylvania",2024-12-31,Class A
2024-12-31,-44404.91708,111012.2927,0.0,0.0,0.0,0.0,0.0,-44404.91708,"Lebanon,Pennsylvania",2024-12-31,Class B
2025-12-31,0.0,113018.9701,15336.638396331107,7054.853662312309,-4296.17572749,0.0,0.0,2758.677934822309,"Lebanon,Pennsylvania",2024-12-31,Class B
2026-12-31,0.0,120140.6259,16243.77554270066,7472.136749642303,-4296.17572749,0.0,0.0,3175.9610221523026,"Lebanon,Pennsylvania",2024-12-31,Class B
2027-12-31,0.0,129207.4748,16731.180403328643,7696.342985531175,-4296.17572749,0.0,0.0,3400.167258041175,"Lebanon,Pennsylvania",2024-12-31,Class B
2028-12-31,0.0,139409.3754,17163.340320985582,7895.136547653367,-4296.17572749,0.0,0.0,3598.9608201633673,"Lebanon,Pennsylvania",2024-12-31,Class B
2029-12-31,0.0,146762.0639,17495.62520498142,8047.987594291453,-4296.17572749,-66607.37562,146762.0639,83906.50014680145,"Lebanon,Pennsylvania",2024-12-31,Class B
